Date,Activity,Activity type,Unit,Amount planned
2025-02-20,Iron mining,Railway,m3,225.2473434173985
2025-05-24,Ballast,Railway,m3,4645.659110383427
2025-12-29,Foundation pouring,Building,m3,2335.3097314595216
2025-10-10,Cement making,Building,m3,2120.3808821018793
2025-05-24,Terrain leveling,Building,m3,324.71178446454195
2025-06-27,Iron mining,Railway,m3,2058.3106410887603
2025-01-24,Pavement,Road,m2,350.53658220463024
2025-09-06,Coat preparation,Road,L,67.29209641840205
2025-12-12,Rolling/Tractor,Road,m2,4862.679252363216
2025-04-27,Rolling/Tractor,Road,m2,1435.7082662868104
2025-03-06,Laying steel rail,Railway,m,3398.847257230007
2025-04-22,Coat preparation,Road,L,3634.215579628167
2025-08-08,Rolling/Tractor,Road,m2,4835.705473409026
2025-11-09,Ballast,Railway,m3,3601.4285851742266
2025-09-04,Ballast,Railway,m3,376.15945133198767
2025-11-09,Pavement,Road,m2,1872.6408236241805
2025-09-24,Subbase application,Road,m2,3725.8692967707025
2025-04-13,Foundation pouring,Building,m3,2313.0336046840466
2025-02-02,Coat preparation,Road,L,4597.09035235284
2025-07-22,Subbase application,Road,m2,2210.8793768257174
2025-09-10,Walling,Building,m2,3196.1258946031066
2025-06-13,Cement making,Building,m3,2522.9607655590094
2025-10-08,Coat preparation,Road,L,3445.227645528798
2025-02-08,Removing trees,Building,m2,4941.658565077581
2025-03-17,Anchorage,Railway,m2,1775.718688093168
2025-12-10,Iron mining,Railway,m3,3265.6353693779392
2025-12-29,Walling,Building,m2,1743.3640342524525
2025-07-18,Subbase application,Road,m2,3945.3585108995
2025-11-12,Rolling/Tractor,Road,m2,3968.3602008195367
2025-08-24,Subbase application,Road,m2,4079.34177806961
2025-11-19,Iron mining,Railway,m3,4921.424206068885
2025-02-04,Cement making,Building,m3,2042.2928876725844
2025-10-24,Removing trees,Building,m2,4466.867006743401
2025-03-16,Iron mining,Railway,m3,3114.560078508956
2025-10-04,Coat preparation,Road,L,3357.6647347156354
2025-07-18,Anchorage,Railway,m2,2282.476338682104
2025-04-10,Rolling/Tractor,Road,m2,1752.6601051623352
2025-02-28,Pavement,Road,m2,2917.381020853394
2025-12-08,Anchorage,Railway,m2,4410.32618402446
2025-12-04,Coat preparation,Road,L,490.106745563384
2025-01-13,Terrain leveling,Building,m3,2297.019493557105
2025-10-21,Rolling/Tractor,Road,m2,1307.2839016763487
2025-08-06,Removing trees,Building,m2,3642.2727258117116
2025-11-03,Anchorage,Railway,m2,4482.533596793333
2025-02-06,Laying steel rail,Railway,m,863.2081117630503
2025-02-25,Walling,Building,m2,4792.969794862611
2025-02-01,Terrain leveling,Building,m3,1570.2524042864225
2025-02-11,Subbase application,Road,m2,1579.7693107436428
2025-06-12,Laying steel rail,Railway,m,4034.5568893958944
2025-09-07,Cement making,Building,m3,588.11057255034
2025-03-28,Pavement,Road,m2,1943.2642595516563
2025-12-07,Cement making,Building,m3,3310.642069519811
2025-06-28,Coat preparation,Road,L,3063.327256793993
2025-11-07,Terrain leveling,Building,m3,500.7868589179881
2025-06-05,Terrain leveling,Building,m3,2071.120603977688
2025-12-07,Rolling/Tractor,Road,m2,4605.475343481908
2025-01-01,Walling,Building,m2,3448.649118601937
2025-05-14,Iron mining,Railway,m3,776.0516798089867
2025-08-11,Cement making,Building,m3,84.64330604451509
2025-12-15,Coat preparation,Road,L,4242.7212627912695
2025-04-09,Cement making,Building,m3,2309.0517905218126
2025-09-04,Foundation pouring,Building,m3,1370.47140908581
2025-05-03,Removing trees,Building,m2,3213.0342118601766
2025-08-23,Removing trees,Building,m2,3888.2609966695495
2025-12-29,Anchorage,Railway,m2,616.0891387537071
2025-02-03,Walling,Building,m2,1130.6594330339553
2025-07-28,Coat preparation,Road,L,211.81301705332888
2025-03-21,Iron mining,Railway,m3,4731.126360152115
2025-09-14,Laying steel rail,Railway,m,700.2799005357141
2025-02-03,Ballast,Railway,m3,1934.7320236940186
2025-06-16,Pavement,Road,m2,4966.316520765092
2025-12-08,Walling,Building,m2,3478.1859039149635
2025-10-05,Pavement,Road,m2,129.06739561816428
2025-08-02,Rolling/Tractor,Road,m2,36.27933661687843
2025-04-10,Coat preparation,Road,L,2031.1029626599225
2025-02-23,Anchorage,Railway,m2,3322.8759787707495
2025-10-23,Foundation pouring,Building,m3,1088.7239324698312
2025-10-24,Terrain leveling,Building,m3,1624.8603574567398
2025-09-14,Anchorage,Railway,m2,3444.7115138187282
2025-09-11,Laying steel rail,Railway,m,449.34925917587685
2025-01-15,Pavement,Road,m2,4778.104435094633
2025-08-22,Iron mining,Railway,m3,1985.1917134705382
2025-02-21,Anchorage,Railway,m2,4582.072454205275
2025-01-14,Foundation pouring,Building,m3,2673.448932707813
2025-12-20,Walling,Building,m2,3041.880437699862
2025-02-07,Subbase application,Road,m2,3599.118237791489
2025-10-15,Iron mining,Railway,m3,73.4700278160294
2025-12-11,Cement making,Building,m3,3955.7094024873772
2025-07-17,Subbase application,Road,m2,4534.36125422891
2025-10-30,Ballast,Railway,m3,3090.112082046851
2025-09-12,Coat preparation,Road,L,3929.3093912289983
2025-05-16,Pavement,Road,m2,1749.1191547851815
2025-10-23,Walling,Building,m2,112.23576510378864
2025-02-12,Pavement,Road,m2,59.46758009779452
2025-02-22,Laying steel rail,Railway,m,964.0398067089678
2025-07-05,Cement making,Building,m3,3465.675476394273
2025-04-06,Rolling/Tractor,Road,m2,1905.5457999096664
2025-02-12,Walling,Building,m2,2606.517056028818
2025-07-29,Cement making,Building,m3,4410.441257537258
2025-08-18,Coat preparation,Road,L,3760.7954883323873
2025-08-24,Coat preparation,Road,L,2610.9275519629446
2025-09-11,Pavement,Road,m2,4662.110620241509
2025-03-18,Pavement,Road,m2,2257.077942297457
2025-10-18,Iron mining,Railway,m3,843.4391402763786
2025-05-21,Coat preparation,Road,L,989.6343405088764
2025-03-06,Pavement,Road,m2,4195.266478003574
2025-06-05,Foundation pouring,Building,m3,2327.0792314916657
2025-11-06,Walling,Building,m2,2622.3385176374336
2025-12-01,Cement making,Building,m3,1335.0812211074115
2025-01-21,Foundation pouring,Building,m3,3877.3105143129037
2025-07-01,Ballast,Railway,m3,3445.5056334472774
2025-09-25,Pavement,Road,m2,2195.0169560849963
2025-12-19,Laying steel rail,Railway,m,3800.6269758951325
2025-08-22,Pavement,Road,m2,1905.9898348411032
2025-09-27,Coat preparation,Road,L,2215.412519936232
2025-05-11,Pavement,Road,m2,1976.319844527068
2025-06-11,Removing trees,Building,m2,3948.0383003562297
2025-02-23,Ballast,Railway,m3,403.9599156615092
2025-11-25,Pavement,Road,m2,1939.3226060827328
2025-10-01,Anchorage,Railway,m2,1646.969532781145
2025-09-25,Ballast,Railway,m3,3690.5544092067416
2025-08-15,Removing trees,Building,m2,2111.704499589008
2025-08-23,Anchorage,Railway,m2,2083.172800520722
2025-06-05,Walling,Building,m2,2080.1940054996217
2025-05-27,Pavement,Road,m2,1961.697943783489
2025-10-03,Coat preparation,Road,L,2994.3677655403276
2025-02-13,Terrain leveling,Building,m3,3383.900640990784
2025-04-28,Subbase application,Road,m2,475.7691233279821
2025-08-06,Removing trees,Building,m2,1941.9575182405301
2025-03-08,Pavement,Road,m2,3875.1368650930394
2025-03-04,Ballast,Railway,m3,249.68681316006604
2025-10-16,Terrain leveling,Building,m3,1095.8530934483656
2025-05-19,Rolling/Tractor,Road,m2,2520.187614044007
2025-08-11,Foundation pouring,Building,m3,3294.7307525223828
2025-03-15,Walling,Building,m2,3493.4749300417757
2025-07-13,Terrain leveling,Building,m3,1255.781724275073
2025-10-19,Subbase application,Road,m2,4855.05547148587
2025-09-07,Foundation pouring,Building,m3,1477.2129083253926
2025-09-15,Removing trees,Building,m2,2675.735830548184
2025-04-10,Coat preparation,Road,L,3575.5293982681947
2025-11-21,Anchorage,Railway,m2,434.08419353096474
2025-12-22,Terrain leveling,Building,m3,1556.760980873827
2025-08-03,Subbase application,Road,m2,3411.5518510467496
2025-08-02,Pavement,Road,m2,2943.834067935351
2025-10-20,Pavement,Road,m2,4903.823516877897
2025-02-17,Terrain leveling,Building,m3,4088.1892133775714
2025-06-28,Foundation pouring,Building,m3,919.9415013290901
2025-11-28,Foundation pouring,Building,m3,187.0187008338825
2025-03-09,Removing trees,Building,m2,2164.4027129449923
2025-08-02,Iron mining,Railway,m3,4325.936116782073
2025-02-28,Pavement,Road,m2,1859.9520681209697
2025-04-28,Removing trees,Building,m2,4068.3347236891705
2025-03-28,Foundation pouring,Building,m3,785.1975666568534
2025-11-22,Removing trees,Building,m2,3811.889837259837
2025-05-18,Rolling/Tractor,Road,m2,2108.39593902687
2025-06-06,Laying steel rail,Railway,m,3971.190242447897
2025-04-20,Walling,Building,m2,4705.571692620002
2025-11-17,Anchorage,Railway,m2,3461.842248771562
2025-01-27,Ballast,Railway,m3,3588.2080320613813
2025-01-11,Rolling/Tractor,Road,m2,2440.915190815039
2025-08-10,Anchorage,Railway,m2,2435.6252535443123
2025-07-24,Ballast,Railway,m3,4583.5222443853245
2025-05-02,Cement making,Building,m3,3554.2558111077124
2025-11-11,Anchorage,Railway,m2,4674.753359289894
2025-08-12,Coat preparation,Road,L,3566.6147066239564
2025-11-09,Iron mining,Railway,m3,2096.0780781385047
2025-07-15,Laying steel rail,Railway,m,4885.032738697981
2025-03-30,Subbase application,Road,m2,1058.5638129130182
2025-08-05,Ballast,Railway,m3,3339.1818109690043
2025-09-03,Iron mining,Railway,m3,651.5366880524471
2025-04-12,Walling,Building,m2,914.017220941401
2025-09-08,Foundation pouring,Building,m3,3951.248778369738
2025-05-31,Removing trees,Building,m2,299.7554885992171
2025-01-25,Coat preparation,Road,L,4383.18803078112
2025-10-03,Coat preparation,Road,L,3163.582433258395
2025-04-20,Walling,Building,m2,1114.2177630210315
2025-01-22,Cement making,Building,m3,3701.470042771084
2025-08-23,Rolling/Tractor,Road,m2,4624.000737434667
2025-04-05,Anchorage,Railway,m2,17.19318594512742
2025-10-26,Iron mining,Railway,m3,473.234527263271
2025-03-10,Terrain leveling,Building,m3,1275.6664501310088
2025-06-27,Coat preparation,Road,L,2150.0948806605597
2025-08-13,Anchorage,Railway,m2,3882.227175726324
2025-09-29,Terrain leveling,Building,m3,4283.784029592014
2025-02-13,Anchorage,Railway,m2,4313.522027312393
2025-02-20,Removing trees,Building,m2,1309.9567929112204
2025-02-14,Removing trees,Building,m2,3756.1095733544335
2025-04-11,Subbase application,Road,m2,248.63389533912317
2025-08-31,Foundation pouring,Building,m3,654.5793834718482
2025-05-17,Subbase application,Road,m2,2799.499140992906
2025-12-09,Ballast,Railway,m3,4312.55206699184
2025-12-12,Coat preparation,Road,L,2707.5567758476122
2025-12-22,Anchorage,Railway,m2,2179.922678238324
2025-09-01,Iron mining,Railway,m3,4836.230525704668
2025-02-16,Foundation pouring,Building,m3,1672.5393970061064
2025-05-25,Ballast,Railway,m3,3684.2146164448386
2025-11-11,Walling,Building,m2,1752.4758724775686
2025-04-20,Laying steel rail,Railway,m,4072.7143605442207
2025-05-20,Cement making,Building,m3,4916.3050996838665
2025-07-06,Iron mining,Railway,m3,1334.000773330572
2025-04-18,Foundation pouring,Building,m3,235.37276956593743
2025-03-31,Removing trees,Building,m2,2770.1605806033776
2025-02-27,Rolling/Tractor,Road,m2,1127.895099121034
2025-11-23,Terrain leveling,Building,m3,2189.168610658645
2025-07-30,Ballast,Railway,m3,2251.577859963457
2025-12-12,Removing trees,Building,m2,2527.4076300386987
2025-03-15,Cement making,Building,m3,343.01245907899124
2025-04-23,Subbase application,Road,m2,3543.8695860231273
2025-04-05,Walling,Building,m2,4723.9109140446
2025-03-28,Terrain leveling,Building,m3,2228.7166209180286
2025-07-02,Coat preparation,Road,L,193.6959265041166
2025-03-06,Coat preparation,Road,L,3361.760300235159
2025-02-21,Walling,Building,m2,4954.356081600623
2025-06-05,Cement making,Building,m3,3835.713132200305
2025-07-31,Subbase application,Road,m2,3309.9784673226964
2025-04-03,Rolling/Tractor,Road,m2,2222.6262314496676
2025-10-01,Cement making,Building,m3,65.01318279796497
2025-11-21,Anchorage,Railway,m2,4204.476240714754
2025-05-10,Iron mining,Railway,m3,3649.0303604253754
2025-08-11,Coat preparation,Road,L,52.01265108683961
2025-05-19,Rolling/Tractor,Road,m2,2030.2746911456559
2025-02-07,Laying steel rail,Railway,m,4258.188822748896
2025-03-11,Ballast,Railway,m3,876.3893944823586
2025-02-15,Coat preparation,Road,L,4699.136522500021
2025-03-08,Subbase application,Road,m2,2280.7882533187453
2025-02-06,Ballast,Railway,m3,3588.927339186282
2025-07-03,Coat preparation,Road,L,4721.731566416113
2025-10-20,Pavement,Road,m2,4843.399290205608
2025-01-25,Pavement,Road,m2,1954.492283068191
2025-04-26,Cement making,Building,m3,3899.0826975138066
2025-02-19,Iron mining,Railway,m3,3873.241049130028
2025-01-12,Foundation pouring,Building,m3,1218.6024066096961
2025-11-27,Ballast,Railway,m3,3308.4879286650857
2025-05-16,Removing trees,Building,m2,3623.5673390204647
2025-11-01,Pavement,Road,m2,1459.9854134623458
2025-01-04,Rolling/Tractor,Road,m2,2746.512111136765
2025-04-23,Coat preparation,Road,L,4587.736780552663
2025-05-24,Iron mining,Railway,m3,3598.380558378143
2025-07-19,Foundation pouring,Building,m3,1500.8065780065845
2025-05-23,Coat preparation,Road,L,2867.7057668037437
2025-04-25,Rolling/Tractor,Road,m2,4772.551771746757
2025-02-15,Coat preparation,Road,L,4759.264912304966
2025-09-04,Subbase application,Road,m2,2871.0886935532203
2025-02-28,Pavement,Road,m2,1147.6726061509107
2025-09-07,Subbase application,Road,m2,1096.573612627923
2025-10-24,Subbase application,Road,m2,3566.1011744232255
2025-06-01,Pavement,Road,m2,4355.365095270463
2025-06-22,Foundation pouring,Building,m3,1119.9296659644508
2025-12-18,Ballast,Railway,m3,1040.4031270996788
2025-09-21,Removing trees,Building,m2,4154.356229126858
2025-01-16,Walling,Building,m2,1214.0781714008403
2025-04-07,Anchorage,Railway,m2,2305.4552568918284
2025-01-29,Foundation pouring,Building,m3,1663.2852071945242
2025-07-15,Terrain leveling,Building,m3,3114.308553065138
2025-06-04,Walling,Building,m2,396.90961979220117
2025-11-15,Pavement,Road,m2,2419.0266420127623
2025-06-10,Cement making,Building,m3,2636.2174719582576
2025-11-28,Cement making,Building,m3,3291.9418021878314
2025-05-04,Cement making,Building,m3,3082.9463444027633
2025-02-11,Iron mining,Railway,m3,4938.093420067296
2025-06-07,Laying steel rail,Railway,m,184.5822295317373
2025-09-27,Removing trees,Building,m2,2092.311650648278
2025-11-20,Cement making,Building,m3,4619.552221536078
2025-06-30,Ballast,Railway,m3,2468.602786250083
2025-09-06,Ballast,Railway,m3,2336.8797357247045
2025-07-04,Foundation pouring,Building,m3,2446.8540426957097
2025-02-16,Coat preparation,Road,L,3167.1659210209964
2025-06-26,Foundation pouring,Building,m3,2694.733842039514
2025-01-12,Ballast,Railway,m3,1408.3623206270297
2025-07-17,Ballast,Railway,m3,880.5171767214664
2025-02-08,Pavement,Road,m2,4436.346233847519
2025-11-13,Foundation pouring,Building,m3,1145.786802768418
2025-01-23,Pavement,Road,m2,2524.350970851272
2025-07-30,Foundation pouring,Building,m3,1982.7640967974808
2025-11-25,Anchorage,Railway,m2,826.2393074307045
2025-05-18,Anchorage,Railway,m2,3553.5117662511416
2025-11-24,Laying steel rail,Railway,m,2207.7386648081056
2025-06-19,Subbase application,Road,m2,2048.406976301462
2025-08-12,Anchorage,Railway,m2,4040.2428738939834
2025-12-11,Terrain leveling,Building,m3,206.9517008413252
2025-06-11,Laying steel rail,Railway,m,3618.662467097787
2025-06-08,Coat preparation,Road,L,1709.896624951313
2025-02-09,Rolling/Tractor,Road,m2,864.9928381853628
2025-11-28,Foundation pouring,Building,m3,439.41183602105525
2025-06-17,Pavement,Road,m2,4941.554401790571
2025-08-19,Removing trees,Building,m2,3032.107618753328
2025-04-11,Subbase application,Road,m2,2252.9027613773583
2025-08-20,Foundation pouring,Building,m3,2203.4582064449205
2025-12-04,Ballast,Railway,m3,4665.755047224321
2025-02-23,Walling,Building,m2,783.8206837208417
2025-09-20,Ballast,Railway,m3,1146.3343131786519
2025-12-03,Terrain leveling,Building,m3,4604.886346863881
2025-08-02,Coat preparation,Road,L,2100.6026421710235
2025-01-20,Removing trees,Building,m2,437.02021307251925
2025-02-13,Removing trees,Building,m2,4623.080087547518
2025-09-26,Ballast,Railway,m3,275.3899662601095
2025-02-21,Ballast,Railway,m3,3404.3851751071375
2025-06-04,Subbase application,Road,m2,1875.7869742640132
2025-03-30,Coat preparation,Road,L,928.193241373701
2025-06-12,Anchorage,Railway,m2,4566.199068352564
2025-08-11,Subbase application,Road,m2,2688.771491492775
2025-06-08,Coat preparation,Road,L,2820.981468212282
2025-05-15,Rolling/Tractor,Road,m2,1786.2970561615298
2025-01-25,Subbase application,Road,m2,4741.246985349177
2025-02-18,Subbase application,Road,m2,4386.312671358436
2025-02-08,Removing trees,Building,m2,4595.078238642373
2025-11-14,Terrain leveling,Building,m3,61.36097522256745
2025-06-30,Laying steel rail,Railway,m,4638.461458559338
2025-01-13,Pavement,Road,m2,2038.33112245212
2025-05-20,Coat preparation,Road,L,63.42174581418058
2025-02-13,Subbase application,Road,m2,2347.5307815136325
2025-11-24,Coat preparation,Road,L,3651.568377686278
2025-05-10,Coat preparation,Road,L,4973.992673266417
2025-07-14,Removing trees,Building,m2,4393.843701522435
2025-02-27,Anchorage,Railway,m2,434.95181262719785
2025-01-01,Anchorage,Railway,m2,3362.3326575911324
2025-11-08,Ballast,Railway,m3,3008.5833062007223
2025-12-09,Anchorage,Railway,m2,3675.99131024985
2025-07-17,Removing trees,Building,m2,4798.627024177903
2025-01-15,Pavement,Road,m2,724.4512060110958
2025-03-31,Walling,Building,m2,289.9872674355192
2025-08-11,Ballast,Railway,m3,4434.88363058984
2025-06-27,Iron mining,Railway,m3,2306.200648489918
2025-09-04,Coat preparation,Road,L,3365.350865565716
2025-11-26,Anchorage,Railway,m2,2767.0916716578304
2025-10-23,Cement making,Building,m3,3660.122572241442
2025-08-16,Pavement,Road,m2,4232.162837830025
2025-02-15,Walling,Building,m2,330.935633368446
2025-05-04,Walling,Building,m2,4442.318351609191
2025-04-20,Pavement,Road,m2,4152.85599358216
2025-03-08,Foundation pouring,Building,m3,4401.319705567921
2025-03-16,Foundation pouring,Building,m3,450.86350548400765
2025-07-15,Coat preparation,Road,L,602.7106078434047
2025-09-25,Foundation pouring,Building,m3,3766.9965879895412
2025-10-11,Laying steel rail,Railway,m,863.476046815867
2025-01-01,Cement making,Building,m3,448.22416863145975
2025-01-08,Ballast,Railway,m3,1599.97823438921
2025-10-30,Coat preparation,Road,L,4489.3711735023335
2025-01-07,Anchorage,Railway,m2,2924.1298894269075
2025-01-31,Foundation pouring,Building,m3,957.5279114170976
2025-07-03,Rolling/Tractor,Road,m2,3469.632829032291
2025-11-04,Foundation pouring,Building,m3,3265.38380799729
2025-11-20,Pavement,Road,m2,3622.578449679764
2025-04-01,Terrain leveling,Building,m3,748.7045205659837
2025-04-13,Laying steel rail,Railway,m,1742.8184489997445
2025-12-14,Coat preparation,Road,L,1032.4447455147085
2025-06-18,Anchorage,Railway,m2,859.1870247812411
2025-11-29,Subbase application,Road,m2,2682.348936635002
2025-01-05,Terrain leveling,Building,m3,2211.673704005056
2025-12-28,Walling,Building,m2,4572.826480702727
2025-07-26,Anchorage,Railway,m2,3327.6748033924405
2025-03-25,Laying steel rail,Railway,m,4242.743879986722
2025-02-12,Iron mining,Railway,m3,2160.0337740979035
2025-12-02,Walling,Building,m2,2540.77736907667
2025-01-06,Iron mining,Railway,m3,206.1217590183545
2025-02-05,Subbase application,Road,m2,910.2219810931572
2025-03-02,Laying steel rail,Railway,m,2666.0104692975574
2025-05-05,Anchorage,Railway,m2,2355.6325188435712
2025-09-23,Iron mining,Railway,m3,1202.0034031572807
2025-03-12,Cement making,Building,m3,2143.224777862114
2025-05-27,Rolling/Tractor,Road,m2,2021.4624220667038
2025-01-25,Rolling/Tractor,Road,m2,3583.3296753923205
2025-04-19,Terrain leveling,Building,m3,1031.9111922734885
2025-01-29,Ballast,Railway,m3,2342.953011057182
2025-05-01,Ballast,Railway,m3,2095.59692366936
2025-09-29,Anchorage,Railway,m2,953.1488669657973
2025-09-25,Coat preparation,Road,L,4745.718487142649
2025-05-03,Rolling/Tractor,Road,m2,2869.7894821016985
2025-06-01,Subbase application,Road,m2,3595.91882899866
2025-03-05,Laying steel rail,Railway,m,1274.6612409941072
2025-11-28,Terrain leveling,Building,m3,2477.8020256808695
2025-09-17,Subbase application,Road,m2,970.7203822445159
2025-02-22,Anchorage,Railway,m2,2649.470047312448
2025-09-16,Subbase application,Road,m2,3231.7836192066966
2025-09-19,Ballast,Railway,m3,4224.533223998288
2025-11-12,Cement making,Building,m3,2360.762745606838
2025-05-02,Removing trees,Building,m2,4940.779522518186
2025-01-11,Rolling/Tractor,Road,m2,2336.5029804020883
2025-03-10,Cement making,Building,m3,2107.6022813390377
2025-05-28,Terrain leveling,Building,m3,1178.9511941034636
2025-02-24,Pavement,Road,m2,4800.169254779049
2025-12-02,Foundation pouring,Building,m3,224.24541005150567
2025-11-11,Ballast,Railway,m3,4286.841016559004
2025-06-11,Cement making,Building,m3,4110.722736792088
2025-05-09,Walling,Building,m2,137.04010352585004
2025-10-07,Anchorage,Railway,m2,2966.030819320916
2025-04-03,Subbase application,Road,m2,1234.0625404564225
2025-12-13,Subbase application,Road,m2,4633.577545401789
2025-05-17,Rolling/Tractor,Road,m2,4957.485805484193
2025-08-31,Foundation pouring,Building,m3,2159.468321365913
2025-09-20,Ballast,Railway,m3,1471.0353324568825
2025-07-15,Rolling/Tractor,Road,m2,3601.685755580022
2025-04-17,Terrain leveling,Building,m3,4394.061918114599
2025-12-28,Laying steel rail,Railway,m,241.3094225307094
2025-03-03,Iron mining,Railway,m3,110.06371596197329
2025-05-30,Anchorage,Railway,m2,3737.6432208241176
2025-04-01,Terrain leveling,Building,m3,2707.76140438122
2025-08-25,Subbase application,Road,m2,2738.6928028073953
2025-11-02,Subbase application,Road,m2,4614.74538526331
2025-08-06,Terrain leveling,Building,m3,3045.8770620213354
2025-10-21,Terrain leveling,Building,m3,2598.2273125577835
2025-09-22,Terrain leveling,Building,m3,44.376259370555445
2025-12-14,Pavement,Road,m2,3121.330555160498
2025-05-07,Laying steel rail,Railway,m,702.2300157993017
2025-09-06,Walling,Building,m2,4377.955565575483
2025-12-20,Removing trees,Building,m2,4763.168501984791
2025-04-25,Walling,Building,m2,1427.7073925943134
2025-02-11,Subbase application,Road,m2,3608.054053842362
2025-07-28,Iron mining,Railway,m3,1129.7232024590908
2025-09-05,Laying steel rail,Railway,m,2732.432136014729
2025-11-04,Walling,Building,m2,367.39023565041106
2025-04-01,Coat preparation,Road,L,2524.6703177021805
2025-04-13,Removing trees,Building,m2,873.6987225648235
2025-05-02,Cement making,Building,m3,1468.9508053206707
2025-01-02,Anchorage,Railway,m2,739.9898151346684
2025-11-07,Iron mining,Railway,m3,3525.351773138942
2025-01-24,Cement making,Building,m3,4021.669874560339
2025-06-14,Removing trees,Building,m2,4037.6093342571266
2025-01-10,Laying steel rail,Railway,m,3267.493946231937
2025-01-14,Coat preparation,Road,L,3417.0173485721843
2025-11-29,Anchorage,Railway,m2,3990.552110735289
2025-09-15,Foundation pouring,Building,m3,4174.257470273668
2025-07-19,Cement making,Building,m3,1187.2913716917144
2025-12-13,Laying steel rail,Railway,m,1792.6189529226433
2025-10-27,Pavement,Road,m2,785.8147895501655
2025-07-21,Laying steel rail,Railway,m,4925.785013373022
2025-09-08,Subbase application,Road,m2,3078.2210022879863
2025-11-23,Iron mining,Railway,m3,2477.739799251911
2025-03-09,Laying steel rail,Railway,m,1647.6907725012795
2025-01-04,Cement making,Building,m3,3094.855697012087
2025-06-01,Anchorage,Railway,m2,3345.0306440162713
2025-08-12,Foundation pouring,Building,m3,3331.213503404079
2025-04-19,Pavement,Road,m2,4479.010874819857
2025-06-11,Laying steel rail,Railway,m,394.9082953117278
2025-04-10,Terrain leveling,Building,m3,2459.4832756070373
2025-11-29,Foundation pouring,Building,m3,649.6101366726492
2025-06-29,Pavement,Road,m2,3743.2308224773474
2025-07-28,Removing trees,Building,m2,4432.947249541766
2025-08-07,Laying steel rail,Railway,m,3572.9454332022365
2025-07-28,Walling,Building,m2,2809.2265055361045
2025-08-22,Subbase application,Road,m2,4834.69635604744
2025-12-06,Terrain leveling,Building,m3,3443.311185733777
2025-01-19,Pavement,Road,m2,1475.649823406377
2025-03-07,Coat preparation,Road,L,2256.7560336519164
2025-09-30,Coat preparation,Road,L,1580.4172113121017
2025-06-09,Walling,Building,m2,3095.020819539514
2025-09-29,Walling,Building,m2,4081.921538219026
2025-08-16,Iron mining,Railway,m3,531.1027548848451
2025-02-14,Laying steel rail,Railway,m,2533.5966223846544
2025-08-29,Ballast,Railway,m3,1688.4700002597554
2025-07-16,Subbase application,Road,m2,668.50960828373
2025-05-22,Cement making,Building,m3,2663.84304808997
2025-11-24,Walling,Building,m2,63.8934608475733
2025-09-12,Foundation pouring,Building,m3,1644.1412918047743
2025-10-05,Terrain leveling,Building,m3,4984.769677181985
2025-10-30,Walling,Building,m2,64.627705662324
2025-12-10,Cement making,Building,m3,1937.8649133576214
2025-06-26,Pavement,Road,m2,366.68815624955107
2025-06-05,Cement making,Building,m3,88.79133703886988
2025-02-09,Cement making,Building,m3,4850.3569951019845
2025-11-16,Terrain leveling,Building,m3,3115.269422969982
2025-07-07,Laying steel rail,Railway,m,2342.142534130514
2025-04-05,Cement making,Building,m3,342.6681730052644
2025-03-22,Subbase application,Road,m2,3523.2479266660553
2025-09-10,Cement making,Building,m3,862.8828065435467
2025-01-06,Walling,Building,m2,1694.1677072843354
2025-11-14,Terrain leveling,Building,m3,4422.959092404207
2025-03-11,Cement making,Building,m3,3942.9555918360893
2025-08-01,Subbase application,Road,m2,4007.208125033324
2025-06-23,Cement making,Building,m3,387.19467435759105
2025-04-23,Foundation pouring,Building,m3,1468.9909063532614
2025-02-01,Cement making,Building,m3,1671.6956267645305
2025-09-02,Iron mining,Railway,m3,2210.937703916219
2025-08-05,Ballast,Railway,m3,1819.9387297835801
2025-06-21,Foundation pouring,Building,m3,602.0031954078659
2025-01-21,Rolling/Tractor,Road,m2,4998.857483237799
2025-01-12,Cement making,Building,m3,3565.2489835675233
2025-05-30,Anchorage,Railway,m2,2702.213195218786
2025-06-04,Terrain leveling,Building,m3,2002.2402064447692
2025-03-31,Coat preparation,Road,L,2272.8845479384786
2025-11-09,Ballast,Railway,m3,3540.9964705304033
2025-07-04,Laying steel rail,Railway,m,2851.115466298444
2025-03-20,Coat preparation,Road,L,528.9434450392389
2025-10-15,Iron mining,Railway,m3,583.2377442233222
2025-10-16,Rolling/Tractor,Road,m2,436.5860277138628
2025-11-24,Cement making,Building,m3,2879.5794313793044
2025-09-19,Pavement,Road,m2,509.8013141524132
2025-10-13,Walling,Building,m2,1344.0473737348902
2025-04-05,Walling,Building,m2,1898.793801795271
2025-02-27,Ballast,Railway,m3,3680.948223155137
2025-03-21,Terrain leveling,Building,m3,2811.7651042630982
2025-04-15,Terrain leveling,Building,m3,933.5983763041994
2025-04-28,Coat preparation,Road,L,3875.0218041136263
2025-12-28,Anchorage,Railway,m2,4137.640134556082
2025-08-22,Terrain leveling,Building,m3,2634.2389447682945
2025-03-17,Coat preparation,Road,L,3240.0814668559606
2025-11-06,Subbase application,Road,m2,2481.4548827889366
2025-07-13,Removing trees,Building,m2,4600.138548632186
2025-01-27,Rolling/Tractor,Road,m2,3638.5062319154654
2025-11-21,Foundation pouring,Building,m3,754.0827823670431
2025-10-31,Pavement,Road,m2,741.3131832539588
